Em que país fica o Lago Limerick?,23109,23109,23109,23109,23109,23109,23109,23109,23109,23109,23109,23109,23109
Qual foi o último filme de Alec Guinness?,14201,14201,14201,14201,14201,14201,14201,14201,14201,14201,14201,14201,14201
Qual a montanha mais alta da Austrália?,13952,13952,13952,13952,13952,13952,13952,13952,13952,13952,13952,13952,13952
Frank Herbert ainda vive?,95,95,95,95,95,95,95,95,95,95,95,95,95
Quem criou Family Guy?,9070,9070,9070,9070,9070,9070,9070,9070,9070,9070,9070,9070,9070
Qual a língua oficial do Suriname?,23633,23633,23633,23633,23633,23633,23633,23633,23633,23633,23633,23633,23633
Quem escreveu a canção Hotel California?,10066,10066,10066,10066,10066,10066,10066,10066,10066,10066,10066,10066,10066
Liste todos os atores que estrelaram em filmes dirigidos por William Shatner.,32086,32086,32086,32086,32086,32086,32086,32086,32086,32086,32086,32086,32086
Quais são os ingredientes do biscoito de chocolate?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Liste todos os skatistas profissionais da Suécia.,472,472,472,472,472,472,472,472,472,472,472,472,472
Que ingredientes eu preciso para um bolo de cenoura?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
O Neymar joga no Real Madrid?,975,975,975,975,975,975,975,975,975,975,975,975,975
Que cientista da computação ganhou um Oscar?,20432,20432,20432,20432,20432,20432,20432,20432,20432,20432,20432,20432,-1
Quantas empresas foram fundadas no mesmo ano que o Google?,35267,35267,35267,35267,35267,35267,35267,35267,35267,35267,35267,35267,-1
Em que cidade da Inglaterra está a sede do MI6?,35175,35175,35175,35175,35175,35175,35175,35175,35175,35175,35175,35175,-1
A Crise dos Mísseis de Cuba ocorreu antes da Invasão da Baía dos Porcos?,10015,10015,10015,10015,10015,10015,10015,10015,10015,10015,10015,10015,10015
Qual o significado de IYCM?,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765
Quando a Dinastia Ming acabou?,847,847,847,847,847,847,847,847,847,847,847,847,847
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.,22798,22798,22798,22798,22798,22798,22798,22798,22798,22798,22798,22798,22798
"Qual é a população total de Melbourne, Florida?",28638,28638,28638,28638,28638,28638,28638,28638,28638,28638,28638,28638,28638
Arnold Schwarzenegger frequentou uma universidade?,12541,12541,12541,12541,12541,12541,12541,12541,12541,12541,12541,12541,12541
Em que país está o Monte Everest?,23230,23230,23230,23230,23230,23230,23230,23230,23230,23230,23230,23230,23230
Qual é a maior cidade da Austrália?,27135,27135,27135,27135,27135,27135,27135,27135,27135,27135,27135,27135,27135
Ache todas as plataformas de lançamento espaciais operadas pela NASA.,29551,29551,29551,29551,29551,29551,29551,29551,29551,29551,29551,29551,29551
Quem é o prefeito de Tel Aviv?,20416,20416,20416,20416,20416,20416,20416,20416,20416,20416,20416,20416,20416
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.,22798,22798,22798,22798,22798,22798,22798,22798,22798,22798,22798,22798,22798
Quem criou Batman?,14064,14064,14064,14064,14064,14064,14064,14064,14064,14064,14064,14064,14064
Quem interpretou Gus Fring em Breaking Bad?,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020
Em que linguagem de programação foi escrito o GIMP?,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563,10563
Em que império antigo você poderia pagar com grãos de cacau?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem é o editor da Forbes?,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499
Quantos habitantes tem a capital da Austrália?,23009,23009,23009,23009,23009,23009,23009,23009,23009,23009,23009,23009,-1
Quais surfistas profissionais nasceram na Austrália?,7387,7387,7387,7387,7387,7387,7387,7387,7387,7387,7387,7387,7387
Que companhias de eletrônica foram fundadas em Beijing?,38139,38139,38139,38139,38139,38139,38139,38139,38139,38139,38139,38139,-1
Mostre todos os jogos da Mean Hamster Software.,24838,24838,24838,24838,24838,24838,24838,24838,24838,24838,24838,24838,24838
Quantas lojas Aldi existem?,91,91,91,91,91,91,91,91,91,91,91,91,91
Qual a capital de Camarões?,20120,20120,20120,20120,20120,20120,20120,20120,20120,20120,20120,20120,20120
Há algum jogo eletrônico chamado Battle Chess?,24875,24875,24875,24875,24875,24875,24875,24875,24875,24875,24875,24875,24875
A esposa do Presidente Lincoln chamava-se Mary?,37135,37135,37135,37135,37135,37135,37135,37135,37135,37135,37135,37135,37135
Encontre todos os filmes dirigidos por Francis Ford Coppola.,32079,32079,32079,32079,32079,32079,32079,32079,32079,32079,32079,32079,32079
Qual filme de Tim Burton teve o maior orçamento?,17374,17374,17374,17374,17374,17374,17374,17374,17374,17374,17374,17374,17374
Breaking Bad tem mais episódios do que Game of Thrones?,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394
Quem era chamado de Rodzilla?,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
Natalie Portman nasceu nos Estados Unidos?,19217,19217,19217,19217,19217,19217,19217,19217,19217,19217,19217,19217,19217
Mostre os netos de Elvis Presley.,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766
Quais filmes protagonizados por Mickey Rourke foram dirigidos por Guy Ritchie?,24356,24356,24356,24356,24356,24356,24356,24356,24356,24356,24356,24356,24356
Quando morreu o criador de Drácula?,21131,21131,21131,21131,21131,21131,21131,21131,21131,21131,21131,21131,21131
De que país vem o criador de Miffy?,23150,23150,23150,23150,23150,23150,23150,23150,23150,23150,23150,23150,23150
Qual é o nome verdadeiro do Batman?,26848,26848,26848,26848,26848,26848,26848,26848,26848,26848,26848,26848,26848
Que forma de governo a Rússia possui?,22167,22167,22167,22167,22167,22167,22167,22167,22167,22167,22167,22167,22167
Quantas companhias foram fundadas pelo fundador do Facebook?,33500,33500,33500,33500,33500,33500,33500,33500,33500,33500,33500,33500,-1
Liste todas as gravadoras canadenses de música Grunge.,21953,21953,21953,21953,21953,21953,21953,21953,21953,21953,21953,21953,21953
Quantos filhos Benjamim Franklin teve?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Liste os filhos de Margaret Thatcher.,20116,20116,20116,20116,20116,20116,20116,20116,20116,20116,20116,20116,20116
De que região é o Melon de Bourgogne?,30304,30304,30304,30304,30304,30304,30304,30304,30304,30304,30304,30304,-1
Qual é o filho mais velho de Meryl Streep?,20277,20277,20277,20277,20277,20277,20277,20277,20277,20277,20277,20277,20277
As rãs arborícolas são um tipo de anfíbio?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Christian Bale atua em Velvet Goldmine?,408,408,408,408,408,408,408,408,408,408,408,408,408
Liste todos os jogos da GMT.,25086,25086,25086,25086,25086,25086,25086,25086,25086,25086,25086,25086,25086
O Isar desemboca em um lago?,11855,11855,11855,11855,11855,11855,11855,11855,11855,11855,11855,11855,11855
Que aeroportos a Yeti Airlines serve?,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580
Que empresa indiana tem o maior número de empregados?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Que cor expressa a lealdade?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a cidade com maior população?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem criou a Wikipedia?,10004,10004,10004,10004,10004,10004,10004,10004,10004,10004,10004,10004,10004
Rita Wilson é a esposa de Tom Hanks?,17547,17547,17547,17547,17547,17547,17547,17547,17547,17547,17547,17547,17547
A esposa do presidente Obama chama-se Michelle?,27648,27648,27648,27648,27648,27648,27648,27648,27648,27648,27648,27648,27648
Quantos grupos étnicos vivem na Eslovênia?,22259,22259,22259,22259,22259,22259,22259,22259,22259,22259,22259,22259,-1
Quem é o presidente da Eritrea?,23192,23192,23192,23192,23192,23192,23192,23192,23192,23192,23192,23192,23192
Que filmes Stanley Kubrick dirigiu?,10156,10156,10156,10156,10156,10156,10156,10156,10156,10156,10156,10156,10156
Quando o Titanic foi completado?,215,215,215,215,215,215,215,215,215,215,215,215,215
Quantas páginas tem Guerra e Paz?,21724,21724,21724,21724,21724,21724,21724,21724,21724,21724,21724,21724,21724
Quem é o jogador mais jovem da Premier League?,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410
Qual a montanha mais alta da Itália?,14173,14173,14173,14173,14173,14173,14173,14173,14173,14173,14173,14173,14173
Qual a altura de Claudia Schiffer?,20405,20405,20405,20405,20405,20405,20405,20405,20405,20405,20405,20405,20405
Quem foi o vice presidente de John F. Kennedy?,21849,21849,21849,21849,21849,21849,21849,21849,21849,21849,21849,21849,21849
Que subsidiária da Lufthansa atende Dortmund e Berlin?,9515,9515,9515,9515,9515,9515,9515,9515,9515,9515,9515,9515,9515
Quem foi o sucessor de John F. Kennedy?,19823,19823,19823,19823,19823,19823,19823,19823,19823,19823,19823,19823,19823
Quem compôs a trilha sonora do Titanic de Cameron?,20995,20995,20995,20995,20995,20995,20995,20995,20995,20995,20995,20995,20995
Quais filmes Kurosawa dirigiu?,10307,10307,10307,10307,10307,10307,10307,10307,10307,10307,10307,10307,10307
Para qual gravadora Elvis gravou seu primeiro álbum?,21651,21651,21651,21651,21651,21651,21651,21651,21651,21651,21651,21651,21651
Em que fuso horário está Roma?,12823,12823,12823,12823,12823,12823,12823,12823,12823,12823,12823,12823,12823
Qual a moeda da China?,27067,27067,27067,27067,27067,27067,27067,27067,27067,27067,27067,27067,27067
Quem são os desenvolvedores do DBPedia?,8163,8163,8163,8163,8163,8163,8163,8163,8163,8163,8163,8163,8163
O local onde Abraham Lincoln morreu tem um website?,21001,21001,21001,21001,21001,21001,21001,21001,21001,21001,21001,21001,21001
Quem é o rei da Holanda?,10927,10927,10927,10927,10927,10927,10927,10927,10927,10927,10927,10927,10927
Em que cidade Nikos Kazantzakis morreu?,372,372,372,372,372,372,372,372,372,372,372,372,372
Quem foi o pai da Rainha Elizabeth II?,20855,20855,20855,20855,20855,20855,20855,20855,20855,20855,20855,20855,20855
Liste todas as aves que correm perigo de extinção.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quantos habitantes tem a maior cidade do Canadá?,29418,29418,29418,29418,29418,29418,29418,29418,29418,29418,29418,29418,-1
De quais conflitos militares Lawrence da Arábia participou?,18400,18400,18400,18400,18400,18400,18400,18400,18400,18400,18400,18400,18400
Qual o livro com maior número de páginas?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Em que país nasce o Nilo?,26780,26780,26780,26780,26780,26780,26780,26780,26780,26780,26780,26780,26780
Quem é o piloto de Fórmula 1 com mais corridas?,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345
Que companhias produzem aerodeslizadores?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Elvis Presley teve filhos?,20527,20527,20527,20527,20527,20527,20527,20527,20527,20527,20527,20527,20527
Em que cidade o presidente de Montenegro nasceu?,32681,32681,32681,32681,32681,32681,32681,32681,32681,32681,32681,32681,-1
Em que país Bill Gates nasceu?,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749
Em que país se fala japonês?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mostre me o livro que Muhammad Ali escreveu.,31782,31782,31782,31782,31782,31782,31782,31782,31782,31782,31782,31782,31782
Michelle Obama é a esposa de Barack Obama?,17649,17649,17649,17649,17649,17649,17649,17649,17649,17649,17649,17649,17649
Qual é o código de área de Berlin?,25182,25182,25182,25182,25182,25182,25182,25182,25182,25182,25182,25182,-1
Liste todos os atores que atuaram em Last Action Hero.,27343,27343,27343,27343,27343,27343,27343,27343,27343,27343,27343,27343,27343
Quais são os apelidos de San Francisco?,22634,22634,22634,22634,22634,22634,22634,22634,22634,22634,22634,22634,22634
Qual foi o primeiro álbum do Queen?,27462,27462,27462,27462,27462,27462,27462,27462,27462,27462,27462,27462,27462
Por quais países o rio Yenisei passa?,23302,23302,23302,23302,23302,23302,23302,23302,23302,23302,23302,23302,23302
Quais séries de televisão foram criadas por Walt Disney?,22962,22962,22962,22962,22962,22962,22962,22962,22962,22962,22962,22962,22962
Qual a ponte mais comprida?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
De que país é a Sitecore,23111,23111,23111,23111,23111,23111,23111,23111,23111,23111,23111,23111,23111
Com quem Lance Bass casou-se?,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154
Qual a capital do Canadá?,25273,25273,25273,25273,25273,25273,25273,25273,25273,25273,25273,25273,25273
Em quem Vincent van Gogh inspirou-se?,97,97,97,97,97,97,97,97,97,97,97,97,97
Em que cidade John F. Kennedy morreu?,365,365,365,365,365,365,365,365,365,365,365,365,365
O presidente Jackson dos EUA envolveu-se em uma guerra?,37909,37909,37909,37909,37909,37909,37909,37909,37909,37909,37909,37909,-1
Quem escreveu o tema do Game of Thrones?,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552
Quem projetou a Ponte do Brooklin?,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254
Quando Boris Becker encerrou sua carreira?,12764,12764,12764,12764,12764,12764,12764,12764,12764,12764,12764,12764,12764
Que tipos de uvas crescem no Oregon?,24983,24983,24983,24983,24983,24983,24983,24983,24983,24983,24983,24983,24983
Qual a altura de Michael Jordan?,20447,20447,20447,20447,20447,20447,20447,20447,20447,20447,20447,20447,20447
A que partido o prefeito de Paris pertence?,32667,32667,32667,32667,32667,32667,32667,32667,32667,32667,32667,32667,32667
Quem escreveu o livro Os Pilares da Terra?,10058,10058,10058,10058,10058,10058,10058,10058,10058,10058,10058,10058,10058
Quem foi o 16o presidente dos Estados Unidos?,37235,37235,37235,37235,37235,37235,37235,37235,37235,37235,37235,37235,37235
Qual a altura do Monte Everest?,20462,20462,20462,20462,20462,20462,20462,20462,20462,20462,20462,20462,20462
Quem foi o orientador do doutorado de Albert Einstein?,14732,14732,14732,14732,14732,14732,14732,14732,14732,14732,14732,14732,14732
Em que cidade Sylvester Stallone mora?,914,914,914,914,914,914,914,914,914,914,914,914,914
Qual a moeda da República Tcheca?,16805,16805,16805,16805,16805,16805,16805,16805,16805,16805,16805,16805,16805
Sócrates influenciou Aristóteles?,3159,3159,3159,3159,3159,3159,3159,3159,3159,3159,3159,3159,3159
Qual o fuso horário de Salt Lake City?,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923
Quem é o filho de Sonny e Cher?,27393,27393,27393,27393,27393,27393,27393,27393,27393,27393,27393,27393,27393
Em que cidade está a sede das Nações Unidas?,24251,24251,24251,24251,24251,24251,24251,24251,24251,24251,24251,24251,-1
Quem é o fundador da Penquin Books?,14291,14291,14291,14291,14291,14291,14291,14291,14291,14291,14291,14291,14291
Quando foi fundada a Jack Wolfskin?,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377
Quem é o prefeito de Rotterdam?,20351,20351,20351,20351,20351,20351,20351,20351,20351,20351,20351,20351,20351
Liste todos os oceanógrafos suecos.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mostre-me a autobiografia de Hemingway.,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608
Quem são os pais da esposa de Juan Carlos I?,21498,21498,21498,21498,21498,21498,21498,21498,21498,21498,21498,21498,21498
Tesla ganhou um Prêmio Nobel de Física?,388,388,388,388,388,388,388,388,388,388,388,388,388
Quem é o jogador de basquete mais alto?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual cidade tem menos habitantes?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
A proinsulina é uma proteína?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem foram os pais da Rainha Victoria?,20840,20840,20840,20840,20840,20840,20840,20840,20840,20840,20840,20840,20840
Che Guevara teve filhos?,20084,20084,20084,20084,20084,20084,20084,20084,20084,20084,20084,20084,20084
O lago Baikal é maior do que o lago Great Bear?,116,116,116,116,116,116,116,116,116,116,116,116,116
Kaurismäki alguma vez venceu o Grand Prix de Cannes?,24178,24178,24178,24178,24178,24178,24178,24178,24178,24178,24178,24178,24178
Liste todos os livros de William Goldman com mais de 300 páginas.,21655,21655,21655,21655,21655,21655,21655,21655,21655,21655,21655,21655,21655
Onde está localizado o Fort Knox?,10024,10024,10024,10024,10024,10024,10024,10024,10024,10024,10024,10024,10024
Em que estado dos EUA fica o Fort Knox?,41093,41093,41093,41093,41093,41093,41093,41093,41093,41093,41093,41093,-1
Onde está enterrado Syngman Rhee?,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392
Qual é o fuso horário de São Pedro de Atacama?,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577
A que movimento artístico o pintor do quadro As Três Dançarinas pertencia?,17444,17444,17444,17444,17444,17444,17444,17444,17444,17444,17444,17444,17444
Que cientista é conhecido pelo Projeto Manhattan e pelo Prêmio Nobel da Paz?,10725,10725,10725,10725,10725,10725,10725,10725,10725,10725,10725,10725,-1
Mostre-me todos os livros de Asimov da série Fundação.,22177,22177,22177,22177,22177,22177,22177,22177,22177,22177,22177,22177,22177
Liste todas as cidades em New Jersey com mais de 100000 habitantes.,24256,24256,24256,24256,24256,24256,24256,24256,24256,24256,24256,24256,-1
Que museu de Nova York tem mais visitantes?,28535,28535,28535,28535,28535,28535,28535,28535,28535,28535,28535,28535,28535
Qual a altura da torre Yokohama Marine?,20341,20341,20341,20341,20341,20341,20341,20341,20341,20341,20341,20341,20341
A nova série Battlestar Galactica tem mais episódios do que a anterior?,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026
Quem é o jogador mais jovem de dardos?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem desenvolveu o jogo World of Warcraft?,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963
Qual papa fundou a Televisão do Vaticano?,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350
Quem compôs a música para Harold e Maude?,24554,24554,24554,24554,24554,24554,24554,24554,24554,24554,24554,24554,24554
Liste todos os membros da Prodigy,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099
Quem atua nos filmes espanhois produzidos por Benicio del Toro?,24210,24210,24210,24210,24210,24210,24210,24210,24210,24210,24210,24210,24210
Qual subsidiária da TUI Travel vôa para Glasgow e Dublin?,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459
Em qual país está localizada Meca?,34245,34245,34245,34245,34245,34245,34245,34245,34245,34245,34245,34245,34245
Quantos idiomas são falados na Colômbia?,32085,32085,32085,32085,32085,32085,32085,32085,32085,32085,32085,32085,-1
Qual o maior estádio da Espanha?,36185,36185,36185,36185,36185,36185,36185,36185,36185,36185,36185,36185,36185
Que surfistas profissionais nasceram nas Filipinas?,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911
Quais são os cinco condados de New York?,37070,37070,37070,37070,37070,37070,37070,37070,37070,37070,37070,37070,37070
Cola é uma bebida?,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quando a princesa Diana morreu?,405,405,405,405,405,405,405,405,405,405,405,405,405
Onde é produzido o vinho espumante na França?,14601,14601,14601,14601,14601,14601,14601,14601,14601,14601,14601,14601,14601
